InternalID,ElementType,ElementID,ElementName,Language,CaptionType,Caption(Name),Caption(Desc)
5000325,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Entidad financiera,
5000372,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Entidad financiera,Entidad financiera para asistencia de TSV fiscal
5000382,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Entidad financiera,
5000399,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Entidad financiera,Entidad financiera para asistencia de TSV fiscal
5000409,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Entidad financiera,
5000439,MasterObject,strat_scope,Strategic Scope,Spanish,Object Attributes,Entidad financiera,Entidad financiera para asistencia de TSV fiscal
5000449,MasterObject,strat_scope,Strategic Scope,Spanish,Object View Attributes,Entidad financiera,
5000186,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object Attributes,Entidad financiera,Entidad financiera para asistencia de TSV fiscal
5000196,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Entidad financiera,
5000503,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Objects,Escala de Alineación,Escala Normalizada para cálculo de Alineación
5000055,StaticLookup,STRAT_ITEM_TYPE,Strategic Item Type,Spanish,Lookup Values,Estrategia,
5000640,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Spanish,Portlet Grid Columns,Etapa,
5000698,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Etapa,
5000721,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlet Grid Columns,Etapa,
5000670,Portlet,strat_eval_cycle_results,Evaluation Cycle Results,Spanish,Portlet Grid Columns,Evaluación de Inversión,
5000115,Menu,odf.strat_evaluationList,Strategic Evaluations,Spanish,Menu Actions,Evaluaciones Estratégicas,Evaluaciones Estratégicas
5000023,StaticLookup,STRAT_CYCLE_METHOD,Cycle Method,Spanish,Lookup Values,Evaluar contra todas las métricas y actualizar Objetivos Soportados,
5000024,StaticLookup,STRAT_CYCLE_METHOD,Cycle Method,Spanish,Lookup Values,Evaluar sólamente las métricas relacionadas con los Objetivos Soportados,
5000889,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Sections,Ciclo de Avaliação,
5000894,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Sections,Ciclo de Avaliação,
5000843,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object Attributes,Ciclo de Avaliação,
5000844,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Ciclo de Avaliação,
5000866,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Ciclo de Avaliação,
5000871,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Ciclo de Avaliação,
5000923,Menu,odf.strat_eval_cycleList,Evaluation Cycles,Portuguese,Menu Actions,Ciclos de Avaliação,Ciclos de Avaliação
5001354,Process,strat_Control,Strategy Control,Portuguese,Process,Controle da Estratégia,
5000124,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Sections,Ciclo de Evaluación,
5000125,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Sections,Ciclo de Evaluación,
5000130,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Sections,Ciclo de Evaluación,
5000079,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Ciclo de Evaluación,
5001521,Portlet,strat_kpi_measurements,Strategic KPI Measurements,Portuguese,Portlet Graph Axes,Data,
5001516,Portlet,strat_kpi_followup,Strategic KPI Target follow up,Portuguese,Portlet Graph Axes,Data,
5000080,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Ciclo de Evaluación,
5000102,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Ciclo de Evaluación,
5001182,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Data da Medição,
5001183,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data da Medição,
5001187,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data da Medição,
5001195,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data da Medição,
5000107,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Ciclo de Evaluación,
5000155,DynamicLookup,OBJECT_LOOKUP_STRAT_EVAL_CYCLE,Evaluation Cycle Instances,Spanish,Lookup Types,Instancias del Ciclo de Evaluación,Evaluation Cycle Instancias
5001155,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Data da Meta,
5001156,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data da Meta,
5001191,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data da Meta,
5001196,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data da Meta,
5000927,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5000937,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,Object View Attributes,Data de início do período fiscal,
5000883,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5000893,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Data de início do período fiscal,
5001235,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5001245,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Data de início do período fiscal,
5001272,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5001282,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Data de início do período fiscal,
5001306,MasterObject,strat_dim,Strategic Dimension,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5001316,MasterObject,strat_dim,Strategic Dimension,Portuguese,Object View Attributes,Data de início do período fiscal,
5000830,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5000840,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Data de início do período fiscal,
5000993,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5001003,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Data de início do período fiscal,
5001081,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5001091,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data de início do período fiscal,
5001138,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5001148,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data de início do período fiscal,
5001165,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5001175,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data de início do período fiscal,
5001205,MasterObject,strat_scope,Strategic Scope,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5001215,MasterObject,strat_scope,Strategic Scope,Portuguese,Object View Attributes,Data de início do período fiscal,
5000952,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object Attributes,Data de início do período fiscal,Data de início do período fiscal para suporte a TSV fiscais
5000962,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Data de início do período fiscal,
5000928,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5000936,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,Object View Attributes,Data de término do período fiscal,
5000884,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5000892,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Data de término do período fiscal,
5001236,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5001244,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Data de término do período fiscal,
5001273,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5001281,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Data de término do período fiscal,
5001307,MasterObject,strat_dim,Strategic Dimension,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5001315,MasterObject,strat_dim,Strategic Dimension,Portuguese,Object View Attributes,Data de término do período fiscal,
5000831,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5000839,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Data de término do período fiscal,
5000994,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5001002,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Data de término do período fiscal,
5001082,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5001090,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data de término do período fiscal,
5000131,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,List Views,Ciclos de Evaluación,
5001139,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5000158,Menu,odf.strat_eval_cycleList,Evaluation Cycles,Spanish,Menu Items,Ciclos de Evaluación,Evaluation Cycle Lista
5001147,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data de término do período fiscal,
5000081,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Nombre del Ciclo de Evaluación,
5001166,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5000083,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Nombre del Ciclo de Evaluación,
5000605,Query,strat_eval_cycle_results,Evaluation Cycle Results,Spanish,Queries,Resultados del Ciclo de Evaluación,
5000678,Portlet,strat_eval_cycle_results,Evaluation Cycle Results,Spanish,Portlets,Resultados del Ciclo de Evaluación,
5001174,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Data de término do período fiscal,
5001206,MasterObject,strat_scope,Strategic Scope,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5001214,MasterObject,strat_scope,Strategic Scope,Portuguese,Object View Attributes,Data de término do período fiscal,
5000031,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Spanish,Lookup Values,Extraordinario,
5000035,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Spanish,Lookup Values,Extremadamente Alto,
5000026,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Spanish,Lookup Values,Extremadamente Bajo,
5000164,MasterObject,strat_bsc_persp,BSC Perspective,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000172,MasterObject,strat_bsc_persp,BSC Perspective,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000120,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000128,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000472,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000480,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000509,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000517,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000543,MasterObject,strat_dim,Strategic Dimension,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000551,MasterObject,strat_dim,Strategic Dimension,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000067,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000953,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object Attributes,Data de término do período fiscal,Data final do período fiscal para suporte a TSV fiscais
5000961,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Data de término do período fiscal,
5000075,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5001011,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Descrição,
5001012,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Descrição,
5001013,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Descrição,
5001052,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Descrição,
5001250,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object Attributes,Descrição da Métrica,
5001251,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Descrição da Métrica,
5001252,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Descrição da Métrica,
5001261,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Descrição da Métrica,
5000230,MasterObject,strategic_item,Strategic Item,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000238,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5001105,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Descrição do KPI,
5000318,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000326,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000375,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000383,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000402,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000410,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000442,MasterObject,strat_scope,Strategic Scope,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000450,MasterObject,strat_scope,Strategic Scope,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000189,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object Attributes,Fecha de finalización del período fiscal,Fecha de finalización del período fiscal para asistencia de TSV fiscal
5000197,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Fecha de finalización del período fiscal,
5000163,MasterObject,strat_bsc_persp,BSC Perspective,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000173,MasterObject,strat_bsc_persp,BSC Perspective,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000119,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000129,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5001106,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Descrição do KPI,
5001107,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Descrição do KPI,
5001120,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Descrição do KPI,
5000471,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000481,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000508,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000518,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000912,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Sections,Detalhes,
5001126,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Detalhes,
5000542,MasterObject,strat_dim,Strategic Dimension,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000552,MasterObject,strat_dim,Strategic Dimension,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5001303,MasterObject,strat_dim,Strategic Dimension,Portuguese,Objects,Dimensão Estratégica,
5001220,MasterObject,strat_scope,Strategic Scope,Portuguese,Object Attributes,Dimensão Estratégica,
5001221,MasterObject,strat_scope,Strategic Scope,Portuguese,Object View Attributes,Dimensão Estratégica,
5000066,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5001223,MasterObject,strat_scope,Strategic Scope,Portuguese,Object View Attributes,Dimensão Estratégica,
5000076,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000229,MasterObject,strategic_item,Strategic Item,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000239,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000317,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000327,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000374,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000384,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000401,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000411,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000441,MasterObject,strat_scope,Strategic Scope,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000451,MasterObject,strat_scope,Strategic Scope,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5000188,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object Attributes,Fecha de inicio del período fiscal,Fecha de inicio del período fiscal para asistencia de TSV fiscal
5000198,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Fecha de inicio del período fiscal,
5001332,Menu,odf.strat_dimList,Strategic Dimensions,Portuguese,Menu Actions,Dimensões Estratégicas,Dimensões Estratégicas
5001353,Process,strat_Control,Strategy Control,Portuguese,Process Step,Distribuir Avaliação,
5001349,Process,strat_Control,Strategy Control,Portuguese,Process Actions,Distribuir Avaliação,
5000817,StaticLookup,STRAT_CYCLE_ACTION,Cycle Action,Portuguese,Lookup Values,Encerrar,
5001352,Process,strat_Control,Strategy Control,Portuguese,Process Step,Encerrar Avaliação,
5000925,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5000935,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,Object View Attributes,Entidade financeira,
5000881,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5000891,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Entidade financeira,
5001233,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5001243,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Entidade financeira,
5001270,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5001280,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Entidade financeira,
5000656,Portlet,strat_kpi_measure_list2,KPI Measurements,Spanish,Portlet Grid Columns,Fecha de la Medición,
5000660,Portlet,strat_measure_list,KPI Measurements,Spanish,Portlet Grid Columns,Fecha de la Medición,
5000631,Portlet,strat_kpi_target_list,KPI Targets,Spanish,Portlet Grid Columns,Fecha de la Meta,
5000666,Portlet,strat_kpi_target_list2,KPI Targets,Spanish,Portlet Grid Columns,Fecha de la Meta,
5000569,Process,strat_item_top_level,Strategic Item - Build Tree Flat,Spanish,Process Actions,Encontrar el nivel más arriba,
5000166,MasterObject,strat_bsc_persp,BSC Perspective,Spanish,Object View Sections,General,
5000167,MasterObject,strat_bsc_persp,BSC Perspective,Spanish,Object View Sections,General,
5000122,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Sections,General,
5000123,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Sections,General,
5000474,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Sections,General,
5000475,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Sections,General,
5000510,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Sections,General,
5000511,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Sections,General,
5000545,MasterObject,strat_dim,Strategic Dimension,Spanish,Object View Sections,General,
5000546,MasterObject,strat_dim,Strategic Dimension,Spanish,Object View Sections,General,
5000069,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Sections,General,
5000070,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Sections,General,
5001304,MasterObject,strat_dim,Strategic Dimension,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5001314,MasterObject,strat_dim,Strategic Dimension,Portuguese,Object View Attributes,Entidade financeira,
5000828,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5000838,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Entidade financeira,
5000991,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5001001,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Entidade financeira,
5001079,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5001089,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Entidade financeira,
5001136,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5001146,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Entidade financeira,
5001163,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5001173,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Entidade financeira,
5001203,MasterObject,strat_scope,Strategic Scope,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5001213,MasterObject,strat_scope,Strategic Scope,Portuguese,Object View Attributes,Entidade financeira,
5000950,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object Attributes,Entidade financeira,Entidade financeira para suporte a TSV fiscais
5000960,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Entidade financeira,
5001267,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Objects,Escala de Alinhamento,Escala Normalizada para Cálculo de Alinhamento
5000232,MasterObject,strategic_item,Strategic Item,Spanish,Object View Sections,General,
5001276,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Escala de Alinhamento,
5000233,MasterObject,strategic_item,Strategic Item,Spanish,Object View Sections,General,
5001278,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Escala de Alinhamento,
5000320,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,General,
5000321,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,General,
5000376,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,General,
5000377,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,General,
5001284,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Escala de Alinhamento,
5001392,Portlet,strat_alignment_scales,Alignment Scales,Portuguese,Portlets,Escalas de Alinhamento,
5000905,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object Attributes,Escopo Estratégico,
5000906,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Escopo Estratégico,
5000403,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,General,
5000908,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Escopo Estratégico,
5000404,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,General,
5000916,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Escopo Estratégico,
5000444,MasterObject,strat_scope,Strategic Scope,Spanish,Object View Sections,General,
5000445,MasterObject,strat_scope,Strategic Scope,Spanish,Object View Sections,General,
5000191,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Sections,General,
5001256,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object Attributes,Escopo Estratégico,
5001257,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Escopo Estratégico,
5001260,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Escopo Estratégico,
5000192,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Sections,General,
5000576,Process,strat_Metric_Initialize,Strategic Alignment Metric Initialize,Spanish,Process Actions,Generar Escala de Métrica,
5000038,StaticLookup,STRAT_METRIC_SIGN,Strategic Metric Sign,Spanish,Lookup Values,Más alto es mejor,
